player_id,overall,height_cm,weight_kg,nationality_name,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,last_valuation,games_played_club,games_won_club,games_draw_club,games_lost_club,name,position,sub_position,age
216489,76,174,68,France,Right,4,3,Medium/Medium,70.0,75.0,76.0,78.0,51.0,64.0,72,70,41,77,71,78,77,81,76,79,72,68,76,74,89,83,67,75,56,80,69,54,73,77,69,73.0,53,54,44,9,13,12,12,15,0.0,150000,31,13,5,13,Fabien Antunes,Midfield,Defensive Midfield,31
56836,66,176,77,Netherlands,Left,4,3,Medium/Medium,63.0,55.0,64.0,66.0,64.0,68.0,61,47,63,62,58,65,71,69,64,65,64,62,67,65,74,67,80,68,68,60,67,62,64,66,56,70.0,64,64,65,7,15,7,10,15,0.0,250000,36,9,11,16,Aaron Meijers,Defender,Left-Back,35
472161,67,183,79,Senegal,Right,3,3,Medium/Medium,75.0,59.0,65.0,67.0,64.0,71.0,57,57,63,72,49,65,55,60,67,70,74,76,69,68,71,67,73,69,73,59,70,68,64,63,57,66.0,64,64,61,13,6,12,6,6,0.0,3000000,40,8,10,22,Mamadou Coulibaly,Midfield,Central Midfield,24
496357,65,182,70,Algeria,Right,2,2,High/High,71.0,46.0,59.0,67.0,61.0,67.0,51,38,57,64,33,68,57,44,67,66,72,70,72,60,61,64,67,70,66,46,67,61,52,55,47,60.0,58,63,67,14,11,10,9,8,0.0,1500000,38,15,8,15,Mehdi Boudjemaa,Midfield,Central Midfield,25
232454,76,180,77,Germany,Right,3,4,High/High,67.0,72.0,77.0,81.0,50.0,68.0,78,68,37,77,66,83,80,71,77,81,76,60,82,75,73,81,73,80,65,76,57,63,70,76,65,72.0,56,44,34,12,12,14,12,10,0.0,9000000,85,30,24,31,Nadiem Amiri,Midfield,Central Midfield,26
524590,69,190,88,Brazil,Right,3,3,High/Medium,75.0,66.0,55.0,70.0,29.0,81.0,41,69,61,64,52,71,58,55,42,69,71,79,71,64,71,72,78,76,88,58,68,24,67,64,53,65.0,22,31,21,9,14,12,13,14,0.0,2000000,39,22,7,10,Júnior Brumado,Attack,Centre-Forward,24
161056,89,177,75,Germany,Right,4,3,High/Medium,68.0,72.0,87.0,84.0,83.0,79.0,91,68,72,87,69,82,85,69,90,85,77,60,84,88,84,78,79,94,68,83,89,84,80,85,44,85.0,85,85,78,8,15,7,15,15,0.0,85000000,47,33,7,7,Joshua Kimmich,Midfield,Defensive Midfield,28
481116,68,175,68,France,Right,3,4,High/Medium,64.0,66.0,69.0,71.0,34.0,60.0,68,67,40,69,62,72,73,75,67,70,67,61,72,64,74,69,60,69,56,65,57,34,68,69,58,70.0,28,39,31,7,9,14,10,10,0.0,1800000,71,13,17,41,Youssef Maziz,Attack,Attacking Midfield,24
463760,65,178,66,Scotland,Left,3,3,Medium/High,73.0,59.0,63.0,66.0,60.0,66.0,59,57,55,67,50,65,57,51,65,66,73,73,70,62,76,64,64,77,59,63,68,61,62,64,49,63.0,60,61,60,8,8,13,12,7,0.0,450000,36,10,12,14,Ethan Erhahon,Midfield,Central Midfield,22
241527,73,182,79,Italy,Left,3,3,High/Medium,70.0,74.0,55.0,72.0,28.0,60.0,49,75,70,63,75,74,60,53,55,74,71,69,70,72,54,76,60,55,69,68,43,26,76,48,70,66.0,21,22,29,8,13,10,8,7,0.0,3500000,40,8,10,22,Federico Bonazzoli,Attack,Centre-Forward,26
344864,73,184,71,France,Right,3,3,Medium/Medium,63.0,38.0,62.0,70.0,75.0,74.0,58,31,77,73,32,70,54,28,63,71,60,65,66,69,65,55,78,75,75,36,68,73,55,54,33,69.0,75,75,72,13,9,8,6,12,0.0,3500000,38,13,9,16,Jean-Kévin Duverne,Defender,Centre-Back,25
339896,67,191,87,Greece,Right,3,2,Medium/Medium,57.0,32.0,49.0,46.0,66.0,75.0,42,26,70,60,19,43,47,36,53,48,52,61,38,66,36,53,64,63,85,22,68,64,38,36,43,57.0,66,68,60,7,7,6,6,13,0.0,500000,32,7,7,18,Kyriakos Mazoulouxis,Defender,Centre-Back,26
186590,83,188,76,England,Right,4,3,High/Medium,72.0,51.0,71.0,75.0,84.0,77.0,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,80.0,84,85,82,7,15,11,10,8,0.0,28000000,56,40,8,8,John Stones,Defender,Centre-Back,29
339808,85,184,81,France,Left,3,3,High/Medium,93.0,72.0,76.0,81.0,78.0,83.0,84,69,74,79,66,83,69,64,68,79,92,94,78,85,76,83,68,90,81,72,82,78,80,73,50,80.0,74,81,80,12,10,7,7,7,0.0,48000000,48,29,10,9,Theo Hernández,Defender,Left-Back,25
170644,67,182,73,Turkey,Left,2,2,Medium/Medium,66.0,51.0,58.0,62.0,66.0,69.0,66,42,58,61,36,60,52,47,62,62,68,64,66,69,62,72,66,56,71,56,79,66,42,44,44,65.0,68,67,65,16,16,6,9,11,0.0,125000,44,17,13,14,Ziya Erdal,Defender,Left-Back,35
65263,74,180,76,Spain,Right,4,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,20,12,13,42,19,17,21,20,38,25,63,62,69,76,67,51,78,40,54,13,21,16,11,60,12,64.0,21,14,13,74,72,68,72,74,62.0,700000,16,7,2,7,Jordi Masip,Goalkeeper,Goalkeeper,34
120296,70,192,84,Germany,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,11,8,12,36,9,10,7,11,22,22,36,40,29,66,34,51,63,23,64,7,15,12,10,26,24,23.0,13,11,13,69,69,68,69,71,38.0,500000,40,20,10,10,Benjamin Uphoff,Goalkeeper,Goalkeeper,29
125754,70,188,91,Belgium,Right,2,2,Medium/High,39.0,41.0,50.0,41.0,71.0,80.0,36,33,75,63,22,30,33,39,66,48,34,43,33,65,49,70,39,69,90,35,80,71,37,38,40,72.0,70,70,69,16,7,12,16,10,0.0,700000,35,10,11,14,Sébastien Dewaest,Defender,Centre-Back,32
498235,70,179,73,Portugal,Right,2,3,Medium/High,82.0,65.0,61.0,70.0,30.0,65.0,59,67,58,65,58,72,62,53,60,70,81,83,75,72,67,64,74,74,58,65,68,24,70,60,57,51.0,32,24,22,14,6,9,5,15,0.0,500000,11,1,1,9,Pedro Mendes,Attack,Centre-Forward,23
196813,68,187,81,Germany,Right,5,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,17,16,18,24,16,17,14,14,18,23,39,44,32,68,40,52,68,38,69,14,27,19,13,27,15,39.0,19,16,12,67,66,69,65,71,42.0,600000,16,7,3,6,Michael Zetterer,Goalkeeper,Goalkeeper,27
430475,61,187,96,Morocco,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,13,8,10,28,7,17,10,11,22,30,42,39,35,58,40,48,59,27,70,10,23,9,8,35,22,28.0,8,13,13,58,56,64,62,65,40.0,75000,38,12,11,15,Issam El Maach,Goalkeeper,Goalkeeper,23
592735,77,178,65,Ecuador,Left,3,4,High/Low,88.0,69.0,70.0,82.0,43.0,64.0,70,68,44,75,71,82,77,53,58,82,90,87,90,75,82,71,51,61,68,67,61,40,75,73,60,77.0,43,46,38,13,8,14,10,12,0.0,5000000,16,7,2,7,Gonzalo Plata,Attack,Right Winger,22
55605,70,183,75,Turkey,Left,2,2,Medium/High,68.0,54.0,65.0,68.0,69.0,70.0,67,42,57,69,42,68,74,49,67,69,69,67,66,62,73,72,62,72,69,66,73,70,65,57,40,69.0,74,68,69,7,10,10,16,6,0.0,600000,38,19,8,11,Hasan Ali Kaldirim,Defender,Left-Back,33
281404,76,182,77,Brazil,Left,2,4,High/High,77.0,71.0,74.0,78.0,60.0,62.0,78,69,65,75,56,81,77,69,67,78,78,77,77,71,69,79,72,64,65,69,51,60,76,74,68,76.0,60,59,54,11,15,11,15,12,0.0,7000000,57,36,12,9,Kenedy,Attack,Left Winger,27
405689,61,174,70,Germany,Right,3,2,Medium/Medium,66.0,53.0,59.0,67.0,56.0,51.0,59,50,48,63,50,67,45,41,61,65,69,63,79,60,84,65,68,62,39,51,62,58,60,58,42,52.0,55,57,56,7,9,15,11,14,0.0,400000,37,15,7,15,Merveille Papela,Midfield,Central Midfield,22
148004,70,181,78,Romania,Left,3,2,Medium/Medium,70.0,46.0,60.0,61.0,70.0,70.0,63,46,70,68,43,57,39,34,62,63,71,70,67,67,61,47,63,66,73,44,69,70,54,55,41,60.0,66,72,73,13,6,12,12,12,0.0,1700000,38,12,10,16,Alin Tosca,Defender,Centre-Back,31
86202,87,190,85,Germany,Right,3,2,High/High,82.0,53.0,71.0,67.0,86.0,85.0,68,40,82,80,34,64,50,56,78,72,72,91,56,85,50,77,84,71,90,67,92,84,49,61,40,78.0,88,87,84,14,15,10,12,8,0.0,35000000,57,36,12,9,Antonio Rüdiger,Defender,Centre-Back,30
372711,75,180,67,Morocco,Right,3,5,High/Medium,74.0,62.0,71.0,79.0,39.0,49.0,65,64,44,75,63,82,67,54,71,78,77,71,84,74,73,54,43,70,40,60,46,29,69,73,68,64.0,44,44,27,15,13,10,13,6,0.0,9000000,44,22,12,10,Amine Harit,Attack,Attacking Midfield,25
331505,73,184,74,Spain,Right,3,2,Medium/Medium,76.0,35.0,65.0,64.0,74.0,74.0,64,22,73,77,36,59,42,39,67,69,72,79,69,73,62,61,75,77,73,35,72,75,57,55,32,66.0,73,74,71,9,10,15,8,13,0.0,9000000,53,26,14,13,Óscar Mingueza,Defender,Centre-Back,24
498529,74,183,78,Portugal,Right,3,3,High/High,68.0,65.0,72.0,75.0,74.0,81.0,66,60,65,76,57,76,73,64,73,73,70,66,77,76,65,74,67,90,77,66,83,78,68,72,65,74.0,71,76,73,11,8,8,15,8,0.0,5000000,82,34,25,23,Miguel Crespo,Midfield,Central Midfield,26
101118,75,195,90,Spain,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,12,11,12,15,13,18,11,20,26,25,50,56,50,70,39,54,59,25,72,11,23,22,13,41,15,54.0,11,11,14,76,73,72,73,77,53.0,2000000,56,30,12,14,Joel Robles,Goalkeeper,Goalkeeper,32
23951,79,185,82,France,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,14,13,13,60,13,19,13,12,36,27,53,43,52,80,36,56,69,31,61,7,37,23,11,59,11,62.0,13,15,13,77,79,74,77,81,48.0,2000000,44,22,12,10,Steve Mandanda,Goalkeeper,Goalkeeper,38
54235,84,170,66,Spain,Right,3,4,High/Medium,81.0,77.0,82.0,87.0,51.0,61.0,81,79,43,85,75,87,84,79,74,87,84,78,91,81,94,73,72,77,49,78,66,45,82,84,64,84.0,58,55,38,10,5,5,13,12,0.0,15000000,45,18,14,13,Iker Muniain,Attack,Attacking Midfield,30
338817,65,177,67,Belgium,Left,4,3,High/Medium,69.0,65.0,62.0,67.0,48.0,58.0,63,68,53,66,59,66,50,48,60,68,68,69,71,64,75,66,66,61,55,60,61,48,60,60,67,62.0,50,48,39,12,7,15,5,14,0.0,450000,35,10,8,17,Indy Boonen,Attack,Attacking Midfield,24
393325,68,185,79,United States,Right,4,3,High/High,73.0,68.0,62.0,67.0,46.0,81.0,58,68,66,65,67,67,62,56,59,66,73,73,76,67,65,73,73,86,82,65,73,50,74,62,59,65.0,45,42,33,8,7,9,8,9,0.0,8000000,41,7,7,27,Josh Sargent,Attack,Centre-Forward,23
323945,63,172,71,Brazil,Left,2,2,Medium/Medium,70.0,34.0,50.0,64.0,58.0,62.0,48,34,50,61,29,64,48,34,48,61,71,70,72,66,78,33,59,66,63,28,56,55,54,40,46,49.0,51,66,64,13,6,9,12,12,0.0,700000,35,7,8,20,Yan,Attack,Right Winger,24
273152,79,189,78,Serbia,Right,3,3,High/High,51.0,72.0,75.0,74.0,77.0,77.0,65,74,73,79,49,75,63,72,78,78,52,51,59,80,54,72,76,83,75,76,73,81,79,79,51,76.0,76,79,70,14,10,15,15,13,0.0,14000000,39,8,15,16,Nemanja Maksimović,Midfield,Central Midfield,28
591361,66,189,74,Netherlands,Left,3,2,Medium/Medium,90.0,37.0,56.0,60.0,59.0,71.0,61,31,55,61,29,61,46,38,56,55,90,90,73,55,65,43,69,74,74,41,58,57,51,47,41,53.0,59,60,62,6,13,14,15,9,0.0,1200000,40,14,13,13,Jayden Oosterwolde,Defender,Left-Back,22
355627,72,175,70,Spain,Left,3,3,Medium/Medium,79.0,44.0,57.0,69.0,68.0,70.0,66,40,62,67,21,67,45,36,48,71,78,79,73,65,82,55,83,76,65,44,71,69,58,45,40,54.0,68,68,70,8,11,14,15,13,0.0,300000,9,3,1,5,Sergio Akieme,Defender,Left-Back,25
175722,80,190,90,England,Right,2,2,Medium/High,54.0,64.0,70.0,65.0,80.0,84.0,64,52,82,74,51,65,68,76,76,72,53,55,36,79,46,84,71,70,91,74,88,76,53,64,74,76.0,79,81,82,11,14,6,13,9,0.0,22000000,43,25,5,13,Eric Dier,Defender,Centre-Back,29
460379,69,180,64,Belgium,Right,3,3,Medium/Medium,78.0,57.0,63.0,71.0,52.0,49.0,67,62,38,66,64,70,44,46,64,71,79,77,77,63,73,63,71,70,42,38,37,50,66,60,48,68.0,58,50,54,6,10,7,11,14,0.0,800000,35,10,8,17,Robbie D'Haese,Defender,Right-Back,24
113045,75,178,72,Spain,Right,3,2,Medium/Medium,50.0,63.0,69.0,65.0,72.0,74.0,52,58,56,76,26,62,55,57,76,71,52,48,59,71,63,80,73,73,72,67,80,80,72,75,60,71.0,70,73,72,11,8,13,9,15,0.0,1500000,34,20,4,10,Rubén Pérez,Midfield,Defensive Midfield,34
78917,71,173,70,France,Right,3,2,High/Medium,50.0,59.0,73.0,70.0,71.0,68.0,75,59,60,75,50,69,65,49,73,73,55,45,60,69,73,56,82,71,62,58,75,70,73,74,62,71.0,72,74,69,6,14,10,13,7,0.0,400000,38,13,9,16,Julien Faussurier,Defender,Right-Back,36
243744,65,177,70,Gabon,Left,3,3,Medium/Medium,77.0,56.0,54.0,69.0,55.0,61.0,67,56,45,55,44,69,45,42,41,69,80,75,76,58,72,58,60,62,57,59,69,58,63,56,46,57.0,54,56,58,14,7,11,15,12,0.0,350000,36,12,6,18,David Sambissa,Attack,Right Winger,27
120070,66,175,66,Scotland,Right,3,2,Medium/High,69.0,53.0,58.0,61.0,65.0,73.0,57,53,60,63,49,60,54,35,60,61,68,69,69,59,66,56,78,85,67,51,71,65,56,55,52,60.0,64,68,66,5,5,15,4,6,0.0,525000,41,14,12,15,Paul McGinn,Defender,Right-Back,32
346647,66,181,68,Japan,Left,3,2,Medium/Medium,72.0,47.0,59.0,64.0,65.0,72.0,50,35,65,67,41,62,46,44,67,66,70,74,70,63,69,60,84,82,70,63,62,62,55,53,35,52.0,66,65,64,9,11,8,10,15,0.0,650000,37,9,6,22,Yuta Nakayama,Defender,Centre-Back,26
312862,71,181,70,Brazil,Left,3,3,Medium/Medium,85.0,57.0,65.0,72.0,64.0,69.0,70,50,60,68,52,71,68,47,65,73,83,87,77,60,71,72,59,76,64,60,73,63,65,60,42,70.0,61,70,65,7,11,7,9,9,0.0,2500000,41,8,12,21,Dalbert,Defender,Left-Back,29
131075,82,192,88,Italy,Left,3,3,Medium/High,62.0,50.0,64.0,64.0,85.0,78.0,34,37,82,75,39,65,58,56,79,72,61,62,32,83,33,75,70,69,85,60,75,84,20,65,61,85.0,85,86,84,11,9,9,13,11,0.0,5000000,48,21,14,13,Francesco Acerbi,Defender,Centre-Back,35
412513,76,191,86,France,Right,3,2,High/Medium,65.0,76.0,65.0,66.0,40.0,82.0,51,79,82,73,72,63,45,59,63,73,54,74,55,75,50,82,69,81,87,62,74,25,80,73,82,76.0,39,39,29,5,13,9,6,15,0.0,5000000,75,18,20,37,Thomas Henry,Attack,Centre-Forward,28
225335,72,191,85,Brazil,Right,2,2,Medium/Medium,68.0,28.0,44.0,49.0,71.0,77.0,34,21,72,59,36,45,33,29,50,52,64,71,45,70,34,40,80,61,86,26,76,71,25,31,45,68.0,72,70,69,15,11,11,10,11,0.0,1800000,41,8,9,24,Wallace,Defender,Centre-Back,28
737781,72,189,78,France,Left,2,3,Medium/High,70.0,70.0,65.0,71.0,49.0,73.0,68,72,71,69,44,73,58,48,56,73,71,70,63,69,57,75,66,71,77,68,69,51,73,68,56,65.0,44,48,41,12,12,6,8,10,0.0,2500000,38,13,9,16,Jérémy Le Douaron,Attack,Centre-Forward,25
146227,80,185,83,Netherlands,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,17,10,12,50,19,12,10,10,35,32,56,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61.0,18,12,11,80,79,78,80,76,53.0,4000000,45,17,15,13,Jasper Cillessen,Goalkeeper,Goalkeeper,34
349836,71,185,83,Spain,Left,3,2,Low/Medium,66.0,34.0,62.0,59.0,71.0,74.0,71,25,71,69,33,55,59,34,66,61,67,65,68,70,36,50,75,69,77,34,74,72,45,45,42,67.0,73,69,70,7,7,8,8,12,0.0,1500000,42,14,9,19,Diego González,Defender,Centre-Back,28
42694,64,195,80,Denmark,Right,3,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,15,11,13,28,20,17,11,15,32,22,32,39,47,59,34,44,53,30,75,14,33,22,16,45,21,50.0,21,17,17,65,60,58,65,63,36.0,200000,23,6,9,8,Mikkel Andersen,Goalkeeper,Goalkeeper,34
106405,75,188,83,Netherlands,Right,2,2,High/Medium,69.0,58.0,66.0,64.0,77.0,74.0,60,46,71,68,49,60,45,54,76,66,67,71,65,76,64,72,70,68,77,76,77,80,61,71,42,74.0,78,77,75,13,7,16,13,7,0.0,4500000,36,11,8,17,Jeffrey Gouweleeuw,Defender,Centre-Back,31
372015,64,193,85,Portugal,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,14,8,13,23,9,8,14,14,18,12,18,30,31,61,26,47,30,23,55,7,16,12,4,45,10,25.0,11,12,11,61,61,63,64,65,25.0,275000,44,16,14,14,Ricardo Fernandes,Goalkeeper,Goalkeeper,28
344395,71,191,91,Portugal,Right,2,2,Medium/High,37.0,34.0,47.0,57.0,70.0,78.0,35,25,67,60,45,60,34,32,64,62,34,40,32,65,37,61,70,61,86,24,79,68,26,29,42,63.0,69,73,73,7,12,6,5,5,0.0,2000000,38,16,10,12,Jorge Fernandes,Defender,Centre-Back,26
288426,68,188,80,Netherlands,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,16,13,21,28,19,18,14,12,22,19,39,39,36,66,45,50,59,33,56,17,25,18,12,35,27,31.0,18,21,21,65,68,67,65,69,39.0,500000,37,13,8,16,Xavier Mous,Goalkeeper,Goalkeeper,27
579289,66,176,69,Sweden,Right,3,3,Medium/Medium,79.0,65.0,56.0,69.0,28.0,57.0,64,67,54,57,52,68,61,52,39,66,75,82,81,63,72,68,66,65,58,61,40,22,70,61,52,66.0,28,26,24,8,12,8,13,14,0.0,1500000,37,11,9,17,Paulos Abraham,Attack,Left Winger,20
57071,85,191,86,Hungary,Right,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,16,10,23,35,10,19,18,11,31,25,42,44,41,81,42,57,67,37,74,12,34,23,11,44,24,45.0,25,16,20,85,84,76,83,85,43.0,11000000,52,28,10,14,Péter Gulácsi,Goalkeeper,Goalkeeper,33
102226,80,175,71,Belgium,Right,4,4,High/High,77.0,76.0,79.0,83.0,53.0,65.0,79,74,42,80,77,83,82,79,75,82,82,72,86,81,87,77,60,76,63,76,57,63,79,78,79,78.0,58,45,53,6,9,7,7,8,0.0,20000000,46,27,4,15,Thorgan Hazard,Attack,Left Winger,30
450173,71,180,75,Congo,Right,3,3,High/Medium,65.0,68.0,66.0,73.0,64.0,80.0,60,67,68,71,58,75,62,53,64,74,64,65,67,72,59,70,70,86,82,69,70,63,71,67,66,71.0,60,68,62,9,10,7,6,6,0.0,1500000,39,11,17,11,Gaius Makouta,Midfield,Central Midfield,25
358021,65,181,81,Belgium,Right,3,2,Medium/Medium,68.0,24.0,44.0,44.0,64.0,72.0,26,20,60,65,20,33,34,28,43,48,69,67,58,60,62,35,77,66,76,20,69,67,25,34,30,47.0,61,65,64,6,11,6,10,11,0.0,250000,38,12,11,15,Shawn Adewoye,Defender,Centre-Back,22
315233,69,181,75,Netherlands,Left,4,2,Medium/Medium,60.0,54.0,69.0,66.0,64.0,73.0,66,44,48,72,43,65,72,70,71,68,67,55,64,64,63,70,61,85,72,64,61,69,60,65,45,66.0,65,64,62,9,9,8,7,7,0.0,1000000,36,12,6,18,Mees Hoedemakers,Midfield,Defensive Midfield,25
354340,69,187,85,Netherlands,Left,4,2,Low/Medium,55.0,26.0,56.0,53.0,68.0,73.0,46,24,73,63,35,47,44,49,63,58,55,55,55,57,59,28,78,55,79,24,78,66,22,55,48,56.0,66,69,68,14,14,8,7,11,0.0,4500000,35,16,7,12,Rick van Drongelen,Defender,Centre-Back,24
192985,65,175,74,Sweden,Right,3,3,High/Medium,63.0,54.0,63.0,67.0,52.0,61.0,62,52,45,65,55,66,60,50,62,65,65,62,72,64,75,57,46,73,60,52,52,57,60,64,52,64.0,54,50,45,13,15,12,9,14,0.0,700000,28,12,7,9,Simon Tibbling,Midfield,Central Midfield,28
370833,72,180,74,Turkey,Right,4,4,High/Medium,80.0,64.0,65.0,75.0,42.0,52.0,65,65,47,68,50,78,69,56,59,72,81,80,79,66,77,64,57,72,46,64,43,30,68,67,59,67.0,37,49,53,13,14,7,6,15,0.0,3300000,38,16,11,11,Dogukan Sinik,Attack,Left Winger,24
483495,54,183,70,Turkey,Right,3,2,Medium/Medium,67.0,43.0,54.0,55.0,48.0,58.0,44,32,60,64,45,57,47,45,62,51,68,67,58,52,64,58,64,61,56,45,60,41,57,46,48,47.0,45,49,56,8,13,13,13,10,0.0,700000,23,6,5,12,Ali Kaan Güneren,Midfield,Central Midfield,23
173617,67,183,78,Brazil,Right,2,4,Medium/Medium,61.0,68.0,61.0,65.0,33.0,74.0,59,65,69,60,73,66,68,68,56,65,60,62,68,64,55,73,82,68,77,66,70,36,68,66,74,65.0,25,27,30,9,14,13,10,10,0.0,500000,36,11,8,17,Fabrício,Attack,Centre-Forward,33
153440,65,198,92,Serbia,Right,3,2,Medium/Medium,42.0,67.0,49.0,53.0,28.0,78.0,31,69,78,58,61,52,36,35,43,59,43,41,38,60,31,70,53,60,92,58,71,23,74,61,70,66.0,21,26,16,8,13,6,10,12,0.0,500000,40,21,9,10,Darko Lemajic,Attack,Centre-Forward,29
199958,66,183,78,Turkey,Right,2,2,Low/High,50.0,25.0,40.0,46.0,67.0,70.0,32,23,67,52,23,35,22,22,38,48,49,50,59,67,65,34,72,64,72,16,70,64,20,35,42,59.0,67,67,69,13,14,11,15,11,0.0,300000,23,3,5,15,Oguz Yilmaz,Defender,Centre-Back,30
67655,67,179,73,Poland,Right,2,2,Low/High,51.0,51.0,66.0,64.0,64.0,69.0,65,47,52,67,40,62,63,58,67,65,51,51,66,57,71,59,57,67,70,55,71,65,61,65,45,64.0,65,65,65,15,7,9,10,16,0.0,125000,10,1,3,6,Daniel Lukasik,Midfield,Defensive Midfield,32
550495,72,176,75,Brazil,Right,3,3,Medium/Medium,88.0,72.0,65.0,77.0,37.0,61.0,57,74,49,73,69,77,66,55,55,76,87,89,82,74,76,75,47,57,62,68,66,22,73,67,63,71.0,38,42,36,5,9,8,8,7,0.0,3000000,30,20,5,5,Fernando,Attack,Centre-Forward,24
206843,77,169,62,Serbia,Left,3,4,High/Medium,80.0,73.0,74.0,81.0,55.0,61.0,76,74,46,74,66,82,83,71,65,81,82,78,75,69,88,78,60,74,54,70,60,64,71,77,68,80.0,49,59,50,9,11,8,6,6,0.0,5000000,37,20,10,7,Andrija Zivkovic,Attack,Right Winger,26
243737,66,177,71,France,Left,3,3,Medium/Low,72.0,56.0,67.0,70.0,56.0,59.0,64,52,59,70,63,73,51,55,70,70,73,71,72,54,69,61,47,53,62,54,62,62,66,68,55,65.0,47,60,57,8,16,14,8,15,0.0,600000,38,15,10,13,Roli Pereira de Sa,Attack,Attacking Midfield,26
814976,65,180,63,France,Right,3,2,Medium/Medium,60.0,55.0,65.0,67.0,56.0,54.0,58,51,53,72,46,69,57,45,67,69,63,58,58,63,70,65,59,54,50,57,62,54,56,65,54,50.0,51,62,58,9,10,8,11,15,0.0,800000,38,11,13,14,Martin Adeline,Midfield,Central Midfield,19
39914,68,169,67,France,Right,4,3,Medium/Medium,46.0,55.0,69.0,67.0,62.0,70.0,58,50,56,73,49,62,77,68,69,70,43,48,75,72,78,60,68,69,69,57,75,63,65,69,67,66.0,64,62,55,9,10,7,10,7,0.0,600000,13,2,2,9,Mathieu Coutadeur,Midfield,Central Midfield,37
298796,76,178,68,Mexico,Left,2,3,Medium/Medium,68.0,71.0,75.0,75.0,69.0,69.0,70,68,54,78,65,74,72,67,77,77,69,68,74,73,74,77,53,79,67,73,64,74,69,78,67,76.0,71,70,67,7,14,10,8,16,0.0,5000000,52,38,6,8,Érick Gutiérrez,Midfield,Central Midfield,27
405885,79,172,69,Italy,Right,5,4,High/Low,81.0,78.0,68.0,81.0,27.0,58.0,54,80,69,78,76,80,69,60,58,83,85,77,77,78,86,77,60,65,54,75,59,18,81,76,76,77.0,24,23,21,13,14,7,7,9,0.0,28000000,40,14,11,15,Giacomo Raspadori,Attack,Second Striker,23
196829,69,188,80,Germany,Right,4,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,9,9,18,32,10,16,12,14,27,27,52,54,45,68,54,49,75,31,67,11,19,23,20,35,23,52.0,10,11,9,70,67,65,66,71,53.0,1000000,35,9,6,20,Timon Wellenreuther,Goalkeeper,Goalkeeper,27
640428,79,182,68,France,Left,3,4,High/High,76.0,66.0,78.0,81.0,76.0,78.0,70,62,64,84,59,80,72,59,81,83,75,76,81,79,78,73,70,81,78,69,78,77,73,77,62,82.0,75,80,79,12,6,8,12,12,0.0,55000000,96,61,14,21,Eduardo Camavinga,Midfield,Central Midfield,20
172142,71,179,73,Portugal,Left,2,5,Medium/Low,91.0,65.0,63.0,77.0,29.0,60.0,65,60,55,60,67,81,74,69,59,71,91,91,87,63,78,76,62,63,59,64,56,21,69,63,73,70.0,38,19,23,8,11,7,8,6,0.0,1200000,12,3,3,6,Hernâni,Attack,Right Winger,31
201248,69,177,74,Belgium,Right,3,2,Medium/Medium,75.0,53.0,63.0,64.0,66.0,67.0,62,50,67,64,50,62,64,46,62,63,74,75,73,63,70,58,73,74,60,55,74,68,65,66,44,64.0,66,64,66,7,9,10,7,7,0.0,800000,74,26,13,35,Mickaël Tirpan,Midfield,Defensive Midfield,29
242632,75,183,73,Finland,Right,4,3,Medium/High,76.0,60.0,71.0,76.0,72.0,76.0,58,56,57,79,58,75,59,47,77,77,74,77,79,74,77,71,65,86,73,58,72,73,64,74,53,77.0,75,73,72,8,14,12,11,7,0.0,6000000,57,35,11,11,Glen Kamara,Midfield,Defensive Midfield,27
